"Protein IDs","Gene names","Protein names","MitoCarta3.0_SubMitoLocalization","MitoCarta3.0_MitoPathways","FC_TOTALS_OCIAD1","p_OCIAD1_TOTALS","sig_TOTALS_OCIAD1","LFQ_KO_TOTALS_22","LFQ_KO_TOTALS_23","LFQ_KO_TOTALS_24","LFQ_WT_TOTALS_22","LFQ_WT_TOTALS_23","LFQ_WT_TOTALS_24","missingness"
"P46940","IQGAP1","Ras GTPase-activating-like protein IQGAP1",NA,NA,0.489424513796465,0.0114801519064478,FALSE,28.2764018015654,28.5591321198203,28.3627700333548,28.0407282761211,27.8716874179079,27.8176147193221,"complete"
"P46977;P46977-2","STT3A","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A",NA,NA,0.316806074388168,0.416826110102024,FALSE,27.6724775197348,28.016291697472,28.2288983238647,27.2144547807898,28.2219386737801,27.5308558633371,"complete"
"P47755;P47755-2","CAPZA2","F-actin-capping protein subunit alpha-2",NA,NA,0.228337428081502,0.253904709523482,FALSE,27.0934490051528,27.1487590059298,26.9416700109746,27.1193660136621,26.7342345838079,26.6452651403427,"complete"
"P47756;P47756-1","CAPZB","F-actin-capping protein subunit beta",NA,NA,0.104883659582033,0.652007597196282,FALSE,27.9652106052157,27.784845645626,27.6086273253218,28.02457944841,27.3934653030362,27.6259878459712,"complete"
"P47813;O14602","EIF1AX;EIF1AY","Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal",NA,NA,0.469033695913666,0.0253485332087969,FALSE,27.712478772111,27.3919053158965,27.4584525235525,27.1722990786833,27.1135471412772,26.8698893038585,"complete"
"P47897;P47897-2","QARS","Glutamine--tRNA ligase",NA,NA,0.5076624171638,0.0203905751244803,FALSE,27.334585276577,27.3514345288952,27.4329037372346,26.7632918360383,27.0426296573365,26.7900147978406,"complete"
"P47914","RPL29","60S ribosomal protein L29",NA,NA,-2.35275965804887,0.0671263069718453,FALSE,27.6226463469906,26.9903355218727,26.2345594197214,30.7053080844905,28.1678251904719,29.0326869877689,"complete"
"P47985;P0C7P4","UQCRFS1;UQCRFS1P1","Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11;Putative cytochrome b-c1 complex subunit Rieske-like protein 1",NA,NA,-0.831932979110466,0.0461513893331534,FALSE,27.1299179096175,27.3708827410758,26.9669608001576,28.4275200201216,27.6856021235875,27.8504382444732,"complete"
"P48047","ATP5O","ATP synthase subunit O, mitochondrial",NA,NA,-0.0167918301530001,0.951727956401615,FALSE,29.7913185555464,30.4760632189765,30.3898107158247,29.9831137951796,30.4769264675184,30.2475277181086,"complete"
"P48059;P48059-4;P48059-2;P48059-5;P48059-3;P0CW19-2;Q7Z4I7-4;Q7Z4I7-3;Q7Z4I7;Q7Z4I7-5;Q7Z4I7-2","LIMS1","LIM and senescent cell antigen-like-containing domain protein 1",NA,NA,0.847719823419364,0.000417151881491351,FALSE,24.4802848490245,24.4522229663272,24.4665562285566,23.6248355652309,23.6618835789107,23.5691854295086,"complete"
"P48147","PREP","Prolyl endopeptidase",NA,NA,0.346866875573131,0.293899784912777,FALSE,25.499245174577,25.227061956248,25.0092784845402,25.3674521807377,24.5864783205374,24.7410544873707,"complete"
"P48163;P48163-2","ME1","NADP-dependent malic enzyme",NA,NA,0.190879770632399,0.288636886582823,FALSE,24.2328688791817,24.527189964124,24.5513738437799,24.0212128730388,24.3012384217506,24.416342080399,"complete"
"P48426;P48426-2","PIP4K2A","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha",NA,NA,0.836963333016666,0.0769286618638915,FALSE,23.1604122624373,24.0709446261497,23.9141385239677,22.5900522860498,23.1111690143391,22.9333841131158,"MAR"
"P48444;P48444-2","ARCN1","Coatomer subunit delta",NA,NA,0.339997341292534,0.385804694422935,FALSE,26.0628627566324,25.6752321317155,25.8152183612925,25.653883143334,25.9543229451737,24.9251151372551,"complete"
"P48449;P48449-3;P48449-2","LSS","Lanosterol synthase",NA,NA,-0.064874823121265,0.727599422542984,FALSE,25.5240583803788,25.8727625399206,25.8879826627063,25.627538802703,26.0612777010609,25.7906115486056,"complete"
"P48506","GCLC","Glutamate--cysteine ligase catalytic subunit",NA,NA,0.329929441718534,0.465067079942825,FALSE,25.8377868689107,24.8554948862923,24.9047075227327,25.3549757633813,24.5125699730699,24.7406552163289,"complete"
"P48507;P48507-2","GCLM","Glutamate--cysteine ligase regulatory subunit",NA,NA,-1.60913366906923,0.0566159870466357,FALSE,21.7404064407254,22.3980180455249,22.7861616936486,22.9705219127028,24.4949590669562,24.2865062074476,"MNAR"
"P48556","PSMD8","26S proteasome non-ATPase regulatory subunit 8",NA,NA,-0.0157160544267008,0.962582644161061,FALSE,25.8227921743266,24.9106304228272,25.0976113279914,25.552609370737,25.1412870571542,25.1842856605341,"complete"
"P48634;P48634-2;P48634-3;P48634-4","PRRC2A","Protein PRRC2A",NA,NA,0.420224722460631,0.0899033068979725,FALSE,25.4410565752351,25.7764344201955,25.5140979724008,25.3872045990216,25.2075705236324,24.8761396777955,"complete"
"P48637;P48637-2","GSS","Glutathione synthetase",NA,NA,1.83210250811593,0.00346391576917079,TRUE,26.8252937970423,26.1641072587209,26.1726292741046,24.9404677073285,24.3784285652735,24.346826532918,"complete"
"P48643;P48643-2","CCT5","T-complex protein 1 subunit epsilon",NA,NA,0.0624134335704341,0.712746240960985,FALSE,28.917002960395,28.845003035234,28.6937470442395,29.031470658176,28.6471222433097,28.5899198376715,"complete"
"P48681","NES","Nestin",NA,NA,1.63266575541247,0.00136427189870929,TRUE,25.8519930469007,25.3717995181671,25.7574647561289,23.740049377491,24.1774991090909,24.1657115683774,"complete"
"P48723","HSPA13","Heat shock 70 kDa protein 13",NA,NA,0.105272687678799,0.607308203063738,FALSE,26.7048565309208,27.2863288188933,26.9829288254443,26.9699927032655,26.7499328502835,26.938370558673,"complete"
"P48729-3;P48729;P48729-2;Q8N752","CSNK1A1","Casein kinase I isoform alpha",NA,NA,0.612607950384199,0.247654717223742,FALSE,24.7660779726614,24.5159526875622,25.1351418687967,23.4669519062429,24.7633790286711,24.3490177429537,"complete"
"P48735;P48735-2","IDH2","Isocitrate dehydrogenase [NADP], mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > TCA cycle",0.888438152112503,0.00626677713965497,FALSE,28.0187626983415,28.1968146969798,28.0929867580302,27.2186824869982,27.0223434004641,27.4022238095517,"complete"
"P48739;P48739-3;P48739-2","PITPNB","Phosphatidylinositol transfer protein beta isoform",NA,NA,0.575516773443937,0.0271809755651096,FALSE,26.2421096582975,26.3395306560725,26.1478721130293,25.8664820360113,25.4442485012187,25.6922315698375,"complete"
"P48960-2;P48960-3;P48960;Q9UHX3-5;Q9UHX3-4;Q9UHX3-6;Q9UHX3-3;Q9UHX3-2;Q9UHX3","CD97","CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta",NA,NA,-0.394477032132269,0.138969226767722,FALSE,24.4140654870022,23.8145594228329,24.0421665835041,24.5394599087432,24.6147113837292,24.3000512972636,"complete"
"P49005","POLD2","DNA polymerase delta subunit 2",NA,NA,0.513542089141431,0.0249467094070864,FALSE,24.6859712668163,24.3158534145785,24.4230664943636,23.9994767329368,23.845571741313,24.0392164340843,"complete"
"P49006","MARCKSL1","MARCKS-related protein",NA,NA,-1.6278134410907,0.150332011428381,FALSE,27.5583588599919,26.2259223025667,25.7885154802594,29.4858117053781,27.0011384090529,27.9692868516591,"complete"
"P49069","CAMLG","Calcium signal-modulating cyclophilin ligand",NA,NA,0.360928592088737,0.450816306085535,FALSE,24.0928223700507,24.5599646157059,NA,23.3431970436791,24.5380120413081,24.0151856173815,NA
"P49189;P49189-3;P49189-2","ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase","Matrix","Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > ROS and glutathione metabolism",-0.00503149265813363,0.989141239716366,FALSE,28.0215167049764,27.5648399233677,27.362930216965,28.1878764173971,27.215457239903,27.5610476659834,"complete"
"P49207","RPL34","60S ribosomal protein L34",NA,NA,-1.05362866362934,0.0925616757207571,FALSE,26.8136811935037,26.8859404612468,26.9024001869413,27.7187330445754,27.4473131713993,28.5968616166051,"complete"
"P49257","LMAN1","Protein ERGIC-53",NA,NA,-0.953912137576065,0.0141419370270227,FALSE,26.9506250820672,26.9102785979816,27.0290811404115,27.8136313062039,28.1807962982499,27.7572936287347,"complete"
"P49321;P49321-3;P49321-4;P49321-2","NASP","Nuclear autoantigenic sperm protein",NA,NA,0.996079317850665,0.0934995370662403,FALSE,28.3725170602187,27.7374287101374,27.5030741044034,27.568416885202,26.3793846895474,26.6769803464581,"complete"
"P49327","FASN","Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase","IMS","Metabolism > Lipid metabolism",0.449279855308667,0.000897371279623194,FALSE,29.9370389254183,29.916231977617,29.8873131467452,29.5137454347176,29.4136395223891,29.4653595267478,"complete"
"P49354-2;P49354","FNTA","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",NA,NA,-0.211984221922364,0.36197441706315,FALSE,23.1025846413524,NA,23.1303214183114,23.6467190835202,23.0201518697956,23.318440801947,NA
"P49368;P49368-2","CCT3","T-complex protein 1 subunit gamma",NA,NA,0.0828506421476014,0.0823195277123811,FALSE,28.7090512633164,28.778792955951,28.7860077726988,28.6227722651111,28.7013538062608,28.7011739941515,"complete"
"P49406","MRPL19","39S ribosomal protein L19, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.119455112676835,0.478643539140137,FALSE,26.390918702446,26.8321893368857,26.6969164840362,26.4872441996189,26.6566946139004,26.4177203718181,"complete"
"P49411","TUFM","Elongation factor Tu, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Translation factors",-0.604130113676533,0.0623216231730115,FALSE,30.5617170101232,30.4366832536088,30.241550253902,31.3514344091127,30.7150765359189,30.985829913632,"complete"
"P49419-2;P49419;P49419-4","ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase","Matrix","Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism",0.991034859429135,0.0103304546769029,FALSE,29.5103007461866,29.3113973128405,29.1737349356403,28.6431752092943,28.0973785950323,28.2817746120534,"complete"
"P49454","CENPF","Centromere protein F",NA,NA,0.517694884258066,0.225056756224007,FALSE,25.3029546526652,25.2848499276846,25.6910253583656,24.3709644212615,25.4233446270768,24.9314362376029,"complete"
"P49458;P49458-2","SRP9","Signal recognition particle 9 kDa protein",NA,NA,-0.216175823224834,0.173686893514243,FALSE,28.4586578690951,28.5934952247774,28.5491778591461,28.6934030105225,28.5977069853859,28.9587484267847,"complete"
"P49585;Q9Y5K3-2;Q9Y5K3-4;Q9Y5K3-3;Q9Y5K3","PCYT1A;PCYT1B","Choline-phosphate cytidylyltransferase A;Choline-phosphate cytidylyltransferase B",NA,NA,0.914963053610066,0.166136979878203,FALSE,24.4861115246826,24.8000784994094,24.9445390450158,23.2844705837977,23.4968287918966,24.7045405325833,"complete"
"P49588;P49588-2","AARS","Alanine--tRNA ligase, cytoplasmic",NA,NA,0.294375877327635,0.236293093311439,FALSE,26.6470751988852,26.2094036387806,26.1968641666904,26.3001809689487,25.780282434367,26.0897519690576,"complete"
"P49589-2;P49589;P49589-3","CARS","Cysteine--tRNA ligase, cytoplasmic",NA,NA,1.92857287592571,0.0969082905575254,FALSE,24.9151223789585,24.5830208322839,25.05928718266,22.5300303692924,23.3177774747911,NA,NA
"P49590;P49590-2","HARS2","Probable histidine--tRNA ligase, mitochondrial","Matrix","Mitochondrial central dogma > Translation > mt-tRNA synthetases",0.350936347866366,0.0001747889069928,FALSE,26.4448805799928,26.4173286490448,26.4201770357273,26.0937351665818,26.0894055414112,26.0464365131728,"complete"
"P49591","SARS","Serine--tRNA ligase, cytoplasmic",NA,NA,0.784291784683269,0.00242384979057989,FALSE,26.0838261479947,26.1232159657375,26.187266399346,25.2457433227151,25.4732091659156,25.3224806703977,"complete"
"P49593;P49593-2","PPM1F","Protein phosphatase 1F",NA,NA,1.57147039524133,0.0247904930688155,TRUE,25.1708643295208,NA,25.551142737707,24.2266274329017,23.1743498458625,23.9676221363535,NA
"P49642","PRIM1","DNA primase small subunit",NA,NA,0.503622654502699,0.157287912105471,FALSE,23.7994761423348,23.9252454604425,24.1824221694646,23.05679610702,23.8835437180782,23.4559359836356,"complete"
"P49643;P49643-2","PRIM2","DNA primase large subunit",NA,NA,1.1143601661124,0.197912850745173,FALSE,24.2399575487191,25.2834893759499,25.6269859563161,22.9020644908462,24.8839235358448,24.0213643559569,"complete"
"P49711;P49711-2","CTCF","Transcriptional repressor CTCF",NA,NA,-0.0867384971457987,0.786313385958323,FALSE,25.7145858027563,26.15620759683,26.2671966913668,25.6714268017865,26.2250623756982,26.5017164049058,"complete"
"P49720","PSMB3","Proteasome subunit beta type-3",NA,NA,0.817943266379235,0.028827523196902,FALSE,26.7467029218128,27.0693255501066,26.9786503603639,25.9865271594681,25.87819913458,26.4761227390975,"complete"
"P49721","PSMB2","Proteasome subunit beta type-2",NA,NA,0.534795591566798,0.0306008822223246,FALSE,29.141387644882,28.7539752876341,28.7843142822561,28.553431338087,28.3005022256408,28.221356876344,"complete"
"P49736","MCM2","DNA replication licensing factor MCM2",NA,NA,0.358392561217098,0.170607829807985,FALSE,27.6212257838544,27.4734561057088,27.7112109929639,26.9397611187122,27.2366414012601,27.5543126789035,"complete"
"P49748-2;P49748;P49748-3","ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","MIM","Metabolism > Lipid metabolism > Fatty acid oxidation",0.862487106773269,0.0104763004653128,FALSE,29.1699225184853,29.2844129336787,29.0780791554968,28.5246465930916,28.0823902835397,28.3379164107097,"complete"
"P49750;P49750-1;P49750-3","YLPM1","YLP motif-containing protein 1",NA,NA,0.490904736091331,0.268576849775539,FALSE,25.240383406852,25.4134660904025,25.7026974906072,24.5245911518294,25.5983171292773,24.760924498481,"complete"
"P49753;P49753-2","ACOT2","Acyl-coenzyme A thioesterase 2, mitochondrial","Matrix","Metabolism > Lipid metabolism",0.960463324056832,0.0122689669989861,FALSE,27.0540954146194,27.2661066973547,26.9709366027416,26.4206126055497,25.866691361348,26.1224447756475,"complete"
"P49755","TMED10","Transmembrane emp24 domain-containing protein 10",NA,NA,-0.0914289078466304,0.714924185554251,FALSE,27.7902984044596,28.1225570706906,28.2153944737964,27.8494276000886,28.4980814657937,28.0550276066042,"complete"
"P49756;P49756-2;P49756-3;P49756-4","RBM25","RNA-binding protein 25",NA,NA,0.1266076862421,0.603419084144948,FALSE,27.6180168526413,27.5080898505448,27.8112547093919,27.1703525840619,27.8556333043711,27.5315524654187,"complete"
"P49757-4;P49757-2;P49757-3;P49757;P49757-8;P49757-7;P49757-6;P49757-5;Q9Y6R0;P49757-9","NUMB","Protein numb homolog",NA,NA,0.156558111433416,0.761392716572999,FALSE,22.6706250812487,22.6869092903032,22.980270825805,22.2261669614881,23.019253613883,NA,NA
"P49770","EIF2B2","Translation initiation factor eIF-2B subunit beta",NA,NA,0.982323018524333,0.0473778545058544,FALSE,25.8979145842729,25.0728646440872,25.121643297414,24.7703391443046,24.0566721473845,24.318442178512,"complete"
"P49773","HINT1","Histidine triad nucleotide-binding protein 1","unknown","Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing",-0.0319698784138325,0.91193937312939,FALSE,28.47383408879,28.3190434463919,28.2203074440981,28.512334523457,27.8842644263947,28.7124956646698,"complete"
"P49790;P49790-2;P49790-3","NUP153","Nuclear pore complex protein Nup153",NA,NA,-0.33673657985797,0.280654122748569,FALSE,26.2290321456626,25.5440411360532,26.0300831529773,26.0003484895282,26.6027694363914,26.2102482483474,"complete"
"P49792;O14715;Q99666;P0DJD0;P0DJD1;Q99666-2;Q7Z3J3-2","RANBP2","E3 SUMO-protein ligase RanBP2",NA,NA,0.093585753537031,0.600981445401624,FALSE,27.0347740885239,26.7032327238179,27.0014238875,26.5677319466443,26.9257594210958,26.9651820714906,"complete"
"P49810-2;P49810-3;P49810","PSEN2","Presenilin-2;Presenilin-2 NTF subunit;Presenilin-2 CTF subunit",NA,NA,0.122989588553697,0.739401089749429,FALSE,24.1165966756329,24.6629945382203,NA,24.0102015852629,24.5393448346365,24.2508716352193,NA
"P49821-2;P49821","NDUFV1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial","MIM","OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits",-0.233397711227266,0.352633784548449,FALSE,27.9492188334717,28.2536665845246,27.8807508988676,28.6238531486162,28.027563501999,28.1324127999305,"complete"
"P49840","GSK3A","Glycogen synthase kinase-3 alpha",NA,NA,0.0496708480638333,0.744685142559771,FALSE,24.7394985890576,25.0793718000841,24.8223387661887,25.0218909019881,24.7792401259434,24.6910655832074,"complete"
"P49841;P49841-2","GSK3B","Glycogen synthase kinase-3 beta",NA,NA,0.6331972940879,0.0505020215523089,FALSE,24.8315779142425,24.2497532739918,24.5812630195749,23.8330766801594,24.2201741062676,23.7097515391185,"complete"
"P49903;P49903-2;P49903-4;P49903-3","SEPHS1","Selenide, water dikinase 1",NA,NA,0.743702155584934,0.0163643235020533,FALSE,26.7807914016603,26.3805635885463,26.4873206428603,25.8757366838235,25.7304270107668,25.8114054717218,"complete"
"P49914;P49914-2","MTHFS","5-formyltetrahydrofolate cyclo-ligase","Matrix","Metabolism > Vitamin metabolism > Folate and 1-C metabolism",0.323968357502768,0.0015007628604126,FALSE,24.9063935169786,25.0111769787854,24.9390994978071,24.6676081735107,24.5842084720314,24.6329482755207,"complete"
"P49915;P49915-2","GMPS","GMP synthase [glutamine-hydrolyzing]",NA,NA,1.19566196922467,0.00117319531794283,TRUE,27.1906332519494,27.098143725276,27.0400643860349,26.0701965221041,25.8975085287389,25.7741504047433,"complete"
"P49916-3;P49916;P49916-4;P49916-2","LIG3","DNA ligase 3","Matrix","Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair",-0.0897204237707001,0.681861458708786,FALSE,26.1053970131948,26.1528792983233,26.3408911451203,26.0329252275836,26.641067103185,26.1943363971819,"complete"
"P49959;P49959-2;P49959-3","MRE11A","Double-strand break repair protein MRE11A",NA,NA,0.644826486419333,0.00218168733665696,FALSE,26.6637961943961,26.8477348273382,26.807047676175,26.0757924210151,26.1401919822851,26.1681148353511,"complete"
"P50148","GNAQ","Guanine nucleotide-binding protein G(q) subunit alpha",NA,NA,0.125334626069034,0.596220474387241,FALSE,25.5898367395099,26.2476446810415,26.012009079163,25.8178041132005,25.9729136148519,25.6827688934549,"complete"
"P50213;P50213-2","IDH3A","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > TCA cycle",-0.422531973523164,0.347346889820875,FALSE,28.8831109316564,28.7515304665866,28.3807860539787,29.6429541887329,28.4656379706265,29.1744312134318,"complete"
"P50225;P50225-2;P50226;P0DMN0;P0DMM9;P0DMM9-3;P0DMM9-2","SULT1A1;SULT1A2","Sulfotransferase 1A1;Sulfotransferase 1A2",NA,NA,-3.12564765839844,0.0182104263222892,TRUE,24.6115815089062,23.0890011339116,23.7012192854187,26.8992336923162,26.8481343854517,27.0313768256639,"complete"
"P50336","PPOX","Protoporphyrinogen oxidase","MIM","Metabolism > Metals and cofactors > Heme synthesis and processing",0.660037461944803,0.0332396414780365,FALSE,26.3583263375995,26.815933147149,26.672074674883,25.8927359363178,25.9677330660891,26.0057527713902,"complete"
"P50395;P50395-2","GDI2","Rab GDP dissociation inhibitor beta",NA,NA,0.0386191242449989,0.5895966886211,FALSE,28.8247085071015,28.7878261952642,28.7262827202581,28.8553863267189,28.6862904155066,28.6812833076633,"complete"
"P50402","EMD","Emerin",NA,NA,-0.264637891263867,0.371969047476513,FALSE,27.4131352716897,27.5959473596152,27.8067897633447,27.4976337077649,28.2750759474277,27.8370764132486,"complete"
"P50416;P50416-2","CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform","MOM","Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle",1.79586801353427,0.00529878420897263,TRUE,25.4066966977316,25.969225638072,25.4109729682649,24.2865951914215,23.5108395594714,23.6018565125728,"complete"
"P50454","SERPINH1","Serpin H1",NA,NA,0.453624545225502,0.00511588187595591,FALSE,30.376633485603,30.4228488254043,30.4644199149319,29.8931648665604,30.0692814999359,29.9405822237664,"complete"
"P50502;Q8NFI4;Q8IZP2","ST13;ST13P5","Hsc70-interacting protein;Putative protein FAM10A5",NA,NA,0.895530999109798,0.0100712671454491,FALSE,27.6214881149714,28.0098606404775,27.8810524195374,26.9166932023248,27.0149837776798,26.8941311976523,"complete"
"P50542-4;P50542;P50542-3","PEX5","Peroxisomal targeting signal 1 receptor",NA,NA,0.653081921820398,0.0317216075973988,FALSE,24.1870979826317,24.4763202974805,24.4414670715741,23.5425356682613,23.5785261590482,24.0245777589156,"complete"
"P50570-2;P50570-5;P50570","DNM2","Dynamin-2",NA,NA,0.0774600786472348,0.561399591503103,FALSE,26.0501229645252,25.6640049688592,25.8270263452232,25.7517138973747,25.7576885266574,25.7993716186338,"complete"
"P50579;P50579-3","METAP2","Methionine aminopeptidase 2",NA,NA,-0.253262723688799,0.223456566158371,FALSE,26.2715449945889,25.7718620897318,25.9652133167492,26.2682346706471,26.2613291203965,26.2388447810927,"complete"
"P50583","NUDT2","Bis(5-nucleosyl)-tetraphosphatase [asymmetrical]","Matrix","Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing",-1.71018064870157,0.106711744928372,FALSE,20.6056937787479,22.7811125258006,22.2677525403588,23.0848191241786,23.9397520094325,23.7605296574009,"MNAR"
"P50851-2;P50851;Q8NFP9-3","LRBA","Lipopolysaccharide-responsive and beige-like anchor protein",NA,NA,0.452537927841167,0.041355411033686,FALSE,24.1169429299547,23.8408402343915,24.0115679739969,23.4946705625764,23.7614558494371,23.3556109428061,"complete"
"P50895","BCAM","Basal cell adhesion molecule",NA,NA,1.22524898639657,0.253679339852194,FALSE,24.7762122876103,24.6348875597135,24.6925294935392,NA,23.9957712854802,22.956150302302,NA
"P50897;P50897-2","PPT1","Palmitoyl-protein thioesterase 1",NA,NA,1.15564628149493,0.00755357478615761,TRUE,27.9852043507183,27.5227345413031,27.4813512752689,26.8370089173074,26.3087700654085,26.3765723400896,"complete"
"P50914","RPL14","60S ribosomal protein L14",NA,NA,-0.172324692498897,0.22064128249649,FALSE,29.0052642049752,29.1003584726371,29.1787281358947,29.0799320982173,29.3028369837553,29.4185558090311,"complete"
"P50990;P50990-2","CCT8","T-complex protein 1 subunit theta",NA,NA,0.0474328403504352,0.715255574438112,FALSE,28.8310706885863,28.7785414315562,28.6569675076419,28.9047303862331,28.5411455568661,28.6784051636339,"complete"
"P50991;P50991-2","CCT4","T-complex protein 1 subunit delta",NA,NA,0.0151321516732317,0.82414418046127,FALSE,28.6495740414871,28.633009715317,28.5630294787963,28.7117697896014,28.5331694253407,28.5552775656386,"complete"
"P50995-2;P50995;P27216;P27216-2","ANXA11","Annexin A11",NA,NA,0.0399038341057967,0.786353949864059,FALSE,26.9258558519535,27.2675910654055,27.0253358758711,27.2050323673511,27.0082246251646,26.885814298397,"complete"
"P51003;P51003-2;Q9NRJ5;Q9BWT3-2;Q9BWT3","PAPOLA","Poly(A) polymerase alpha",NA,NA,0.460329746718067,0.205681365847338,FALSE,24.8929562430403,24.2399083508181,24.2265044238948,24.3598981143738,23.6286763806473,23.9898052825779,"complete"
"P51114;P51114-2;P51114-3","FXR1","Fragile X mental retardation syndrome-related protein 1",NA,NA,1.07223736502966,5.52060534967822e-05,TRUE,26.640982842449,26.670628869131,26.6931693284426,25.5521767344536,25.6498062087431,25.5860860017369,"complete"
"P51116","FXR2","Fragile X mental retardation syndrome-related protein 2",NA,NA,-0.128214398379601,0.139926630372143,FALSE,26.7941416758175,26.8735822406739,26.9186789658481,26.8810269084323,27.0677680296059,27.0222511394401,"complete"
"P51148;P51148-2","RAB5C","Ras-related protein Rab-5C",NA,NA,-0.7726775710737,0.000833486294147373,FALSE,28.4396167296066,28.2496656000585,28.2733048628949,29.1632295332285,29.0232418974797,29.0941484750729,"complete"
"P51149","RAB7A","Ras-related protein Rab-7a",NA,NA,-0.130539601287797,0.269561210995345,FALSE,28.3888835421567,28.4408295596174,28.4257122221946,28.5753727058115,28.6843482291225,28.3873231928981,"complete"
"P51151;Q9NP90","RAB9A","Ras-related protein Rab-9A",NA,NA,-0.563128970507837,0.0813683749880599,FALSE,26.0276432942041,26.0020405625951,25.9855946843484,26.6744366770715,26.7987238304366,26.231504945163,"complete"
"P51153","RAB13","Ras-related protein Rab-13",NA,NA,0.0831241236505669,0.64519468902413,FALSE,26.4042657214434,26.0519161686531,26.3330925438447,25.9487153967622,26.2023488276646,26.3888378385627,"complete"
"P51398-2;P51398-3;P51398","DAP3","28S ribosomal protein S29, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.513521236825234,0.138511283419507,FALSE,26.6278778518302,27.0093835926384,26.8926326350145,26.3683902631846,26.7029295362972,25.9180105695256,"complete"
"P51511","MMP15","Matrix metalloproteinase-15",NA,NA,-3.0266524172843,0.000315832688438167,TRUE,19.9763383050586,20.1149092758567,20.1979368769581,22.8905337203291,23.1282167872716,23.3503912021256,"MNAR"
"P51532-5;P51532-2;P51532-3;P51532-4;P51532;P51531-2;P51531","SMARCA4","Transcription activator BRG1",NA,NA,0.749298204176799,0.0364676184457887,FALSE,25.9257533517574,25.9286853648022,26.1678671578961,24.9280584614916,25.5449903962494,25.3013624041843,"complete"
"P51553;P51553-2","IDH3G","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > TCA cycle",0.260115451493931,0.0569922388650554,FALSE,27.6005307372891,27.6021325859228,27.5455272696263,27.3802538271424,27.1833612561918,27.4042291550222,"complete"
"P51570","GALK1","Galactokinase",NA,NA,1.9593079788636,0.0260062640836798,TRUE,26.7614348512658,26.7161518108924,26.5992098585728,24.7991881036839,24.1222819095273,25.277402570929,"complete"
"P51571","SSR4","Translocon-associated protein subunit delta",NA,NA,0.0471733152706015,0.723270248243766,FALSE,27.5752791397922,27.562290308127,27.6994090543809,27.3981654072394,27.7761054041031,27.5211877451458,"complete"
"P51572;P51572-2","BCAP31","B-cell receptor-associated protein 31",NA,NA,-0.818596463139098,0.027155160129455,FALSE,28.4136648885738,28.4895744380376,28.6720747136036,29.0690321846621,29.6641548461933,29.2979163987769,"complete"
"P51608;P51608-2","MECP2","Methyl-CpG-binding protein 2",NA,NA,0.146111175596765,0.803678641143231,FALSE,24.3979135547863,24.4371612791685,25.0866557772696,23.5432782977681,25.1462130238635,24.7939057628025,"complete"
