"Protein IDs","Gene names","Protein names","MitoCarta3.0_SubMitoLocalization","MitoCarta3.0_MitoPathways","FC_MITOS_OCIAD1","p_OCIAD1_MITOS","sig_MITOS_OCIAD1","LFQ_KO_MITOS_22","LFQ_KO_MITOS_23","LFQ_KO_MITOS_24","LFQ_WT_MITOS_22","LFQ_WT_MITOS_23","LFQ_WT_MITOS_24","missingness"
"O95182","NDUFA7","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7","MIM","OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits",-0.0432502672867336,0.879425581092843,FALSE,28.4579557940195,28.7808768937855,29.1631483353105,29.1886951030679,28.655804605396,28.6872321165118,"complete"
"O95197-3;O95197-6;O95197-5;O95197-4;O95197-7;O95197-2;O95197","RTN3","Reticulon-3",NA,NA,0.131754446932799,0.567225649946614,FALSE,26.9679513360145,26.685341221923,27.0226676373999,26.4512003530853,26.7583942563916,27.0711022450621,"complete"
"O95202;O95202-3;O95202-2","LETM1","LETM1 and EF-hand domain-containing protein 1, mitochondrial","MIM","Signaling > Calcium homeostasis > Calcium cycle",-0.165538983791134,0.241545206799496,FALSE,29.3464610250353,29.5625872542595,29.415513426262,29.7798620984296,29.4395911130535,29.6017254454471,"complete"
"O95208-3;O95208-2;O95208;O95208-5","EPN2","Epsin-2",NA,NA,-0.968223049458366,0.0530248674177455,FALSE,24.6812992565647,24.2864464896171,24.2895063184015,24.9114765583706,25.3892645215259,25.8611801330619,"complete"
"O95232;O95232-2","LUC7L3","Luc7-like protein 3",NA,NA,0.645805637345401,0.217358375358425,FALSE,25.2408026069962,25.0634279206256,26.1865651704439,24.9270740706897,25.2589142626594,24.3673904526804,"complete"
"O95235-2;O95235","KIF20A","Kinesin-like protein KIF20A",NA,NA,1.15912202818417,0.0193787819682318,TRUE,25.5747732624256,25.6894811721221,24.9344807488245,24.189558101219,23.9790932239837,24.552717773617,"MAR"
"O95248;O95248-5;O95248-4","SBF1","Myotubularin-related protein 5",NA,NA,1.14416448259737,0.122898287327032,FALSE,28.1547547630815,27.3355276693361,26.7147383170692,25.4957273701656,26.9129972194958,26.3638027120333,"complete"
"O95249;O95249-2","GOSR1","Golgi SNAP receptor complex member 1",NA,NA,0.229549979908668,0.488708187481038,FALSE,26.9494005259413,26.5330734338081,26.3901224294426,25.9254112983522,26.5029985485025,26.7555366026113,"complete"
"O95292;O95292-2","VAPB","Vesicle-associated membrane protein-associated protein B/C",NA,NA,-0.479401836403767,0.0942461160613978,FALSE,27.8588414978147,28.1700785316112,28.0433792491588,28.7129130201276,28.1538778556727,28.6437139119957,"complete"
"O95295","SNAPIN","SNARE-associated protein Snapin",NA,NA,0.299234932922399,0.464934621218207,FALSE,27.1993284011171,26.733129311919,27.1805263023485,26.202049526243,26.6994038135619,27.3138258768125,"complete"
"O95297-2;O95297;O95297-4;O95297-3;O95297-5","MPZL1","Myelin protein zero-like protein 1",NA,NA,-0.325000008978634,0.328140731663194,FALSE,25.245628455757,24.9362395890186,24.4515792455003,24.8558553794153,25.3717467905954,25.3808451472011,"complete"
"O95298-2;O95298;E9PQ53;O95298-3","NDUFC2;NDUFC2-KCTD14","NADH dehydrogenase [ubiquinone] 1 subunit C2;NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2",NA,NA,0.544248939811265,0.0365084958388713,FALSE,28.1632277329439,28.4324448806639,28.0434041217248,27.923802634283,27.5963384379257,27.4861888436901,"complete"
"O95299;O95299-2","NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","MIM","OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits",0.278949613900132,0.0190163025161163,FALSE,30.331008820402,30.347526637644,30.5005182540009,30.1683275724703,30.1577553274568,30.0161219704194,"complete"
"O95302;O95302-3;O95302-2;Q75LS8","FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9",NA,NA,-0.148613065302566,0.516968944940143,FALSE,26.0122536638541,25.6346308627513,25.8322381563033,25.6280607941951,26.1787505174387,26.1181505671826,"complete"
"O95336","PGLS","6-phosphogluconolactonase",NA,NA,0.646646857463651,0.338132031934152,FALSE,22.4487790969203,22.6850532977692,22.4606868909068,NA,21.4940140008164,22.2757051413205,NA
"O95340;O95340-2","PAPSS2","Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase",NA,NA,-2.58566064180414,0.0655760813152822,FALSE,22.6945307230937,23.1566234734117,20.571571611329,24.7541296269889,24.0995293968825,25.3260487093754,"MNAR"
"O95347;O95347-2","SMC2","Structural maintenance of chromosomes protein 2",NA,NA,0.0394802010296367,0.805713462329866,FALSE,25.7070943220057,25.491156987797,25.6395041978664,25.3354598459309,25.5926657213159,25.7911893373334,"complete"
"O95363","FARS2","Phenylalanine--tRNA ligase, mitochondrial","Matrix","Mitochondrial central dogma > Translation > mt-tRNA synthetases",0.333964146891436,0.0297458990996459,FALSE,26.5789086257731,26.7007966652154,26.8107004210112,26.5059928166544,26.329035253142,26.253485201529,"complete"
"O95372","LYPLA2","Acyl-protein thioesterase 2",NA,NA,-0.836882498694568,0.0465041020245332,FALSE,24.0472700823104,23.5591211745951,23.639948293144,24.1307055281793,24.873310020396,24.7529714975579,"complete"
"O95373","IPO7","Importin-7",NA,NA,0.722956755373399,0.0254522802547636,FALSE,24.0565933815839,24.1682748686714,23.8665710144063,23.2954969134515,23.0414891509426,23.5855829341473,"complete"
"O95394;O95394-3;O95394-4","PGM3","Phosphoacetylglucosamine mutase",NA,NA,0.529937806118035,0.185500733935871,FALSE,NA,23.53904358219,23.5164570972546,23.4130453010724,23.0812940851749,22.4990982145655,NA
"O95425-2;O95425-4;O95425-3;O95425","SVIL","Supervillin",NA,NA,0.108271774213701,0.115474166045947,FALSE,23.4732371078086,23.4145501296356,NA,23.2970514690117,23.4146915048708,23.2951225596427,NA
"O95470","SGPL1","Sphingosine-1-phosphate lyase 1",NA,NA,-0.342150682175099,0.00193873539862881,FALSE,26.8597411834647,26.8818178019381,26.9518052478586,27.2654175573865,27.221620417488,27.2327783049122,"complete"
"O95478","NSA2","Ribosome biogenesis protein NSA2 homolog",NA,NA,0.74473883890813,0.263895090690408,FALSE,NA,22.7976709242669,22.0989670575553,21.7894412100549,21.7935606280176,21.5277386179364,NA
"O95479;O95479-2","H6PD","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase",NA,NA,-0.291302188346066,0.498030213641359,FALSE,26.5667509767962,26.2620437074285,26.4483682996779,26.2623913449904,26.4791239617561,27.4095542421943,"complete"
"O95486;O95486-2","SEC24A","Protein transport protein Sec24A",NA,NA,-0.204823609846869,0.644665597871224,FALSE,25.0333076132665,24.4173932818554,24.5950957198543,24.215876765928,25.0130869785137,25.4313037000751,"complete"
"O95487-2;O95487;O95487-3","SEC24B","Protein transport protein Sec24B",NA,NA,0.252749046789734,0.648782455590025,FALSE,23.67991593806,23.2385759593494,24.4117867719656,23.0052565705923,23.2948744308915,24.271900527522,"complete"
"O95490-3;O95490-4;O95490-2;O95490-5;O95490;O95490-7;O95490-6","LPHN2","Latrophilin-2",NA,NA,-0.427553618460532,0.140575287193012,FALSE,26.5709779334083,26.2248934618026,26.1145111731797,26.3672941609918,26.8789715026072,26.9467777601732,"complete"
"O95563","MPC2","Mitochondrial pyruvate carrier 2","MIM","Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport",-0.524055956872466,0.150105453422251,FALSE,26.1297961617716,26.5426693740959,26.8266011063835,27.3818013582633,26.6411690881845,27.0482640664206,"complete"
"O95571","ETHE1","Persulfide dioxygenase ETHE1, mitochondrial","Matrix","Metabolism > Sulfur metabolism",0.815861008221301,0.0338743479237687,FALSE,26.5550184417737,26.3920241830858,26.701621164044,25.7168200634855,26.0730310987273,25.4112296020268,"complete"
"O95573","ACSL3","Long-chain-fatty-acid--CoA ligase 3",NA,NA,-0.701571847545068,0.00386792874094905,FALSE,28.6648746915285,28.6287090923809,28.6469160514345,29.2885558162775,29.307680345938,29.4489792157636,"complete"
"O95602","POLR1A","DNA-directed RNA polymerase I subunit RPA1",NA,NA,0.015237412440765,0.931768805592887,FALSE,22.57528595166,22.5470741314952,22.1564096255868,22.4120641219168,22.5778839744687,22.2431093750342,"complete"
"O95674","CDS2","Phosphatidate cytidylyltransferase 2",NA,NA,-0.533684668529403,0.0445313223503593,FALSE,23.7668440564098,24.0383514535337,24.1572856288699,24.7476077798197,24.2642332993754,24.5516940652065,"complete"
"O95714;Q9BVR0","HERC2","E3 ubiquitin-protein ligase HERC2",NA,NA,0.736015607373368,0.170477892211548,FALSE,25.4605341019021,24.8947180724146,26.1014431414142,24.4056879566644,25.2508470070305,24.5921135299159,"complete"
"O95721","SNAP29","Synaptosomal-associated protein 29","IMS","Mitochondrial dynamics and surveillance > Autophagy",-0.0483861061044699,0.598187702887298,FALSE,26.2831968266667,26.1432966372033,26.3481609947726,26.2021416733275,26.4073109563382,26.3103601472903,"complete"
"O95757","HSPA4L","Heat shock 70 kDa protein 4L",NA,NA,0.571007686696468,0.212336079974701,FALSE,22.4448765840192,21.938047471839,23.0198520308425,21.5519473906855,22.2623383228753,21.8754673130505,"complete"
"O95772;O95772-2","STARD3NL","MLN64 N-terminal domain homolog",NA,NA,-1.0184148893776,0.00209896782342735,TRUE,24.5975768146604,24.5979569829313,24.2992410942606,25.4336492184065,25.393936239823,25.7224341017556,"complete"
"O95777","LSM8","U6 snRNA-associated Sm-like protein LSm8",NA,NA,0.247505482659331,0.641959249555893,FALSE,22.4748274647285,22.6105617838557,23.8703390580799,NA,22.5888840311853,22.8865905412721,NA
"O95782-2;O95782","AP2A1","AP-2 complex subunit alpha-1",NA,NA,0.58606448803047,0.0749186541844803,FALSE,28.5368759775761,28.1317525049418,28.2068390417573,27.3174410657353,27.9183294190638,27.8815035753847,"complete"
"O95793-2;O95793;O95793-3","STAU1","Double-stranded RNA-binding protein Staufen homolog 1",NA,NA,0.0342952339402665,0.781156727613663,FALSE,25.5807748583353,25.5810698468534,25.2633382375653,25.4011894645965,25.42107367175,25.5000341045867,"complete"
"O95816;O95816-2","BAG2","BAG family molecular chaperone regulator 2",NA,NA,0.295471928832637,0.444175309958087,FALSE,26.1784554108544,25.5950020874795,25.9677645141127,25.1993170707687,26.1836472680034,25.4718418871766,"complete"
"O95819-4;O95819-2;O95819;O95819-5;O95819-6;O95819-3;Q8N4C8-5;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8","MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4",NA,NA,-0.591042492304901,0.118560953964681,FALSE,26.1916208697606,25.8141320646632,25.4155023296993,26.0178857269739,26.6589921341146,26.5175048799493,"complete"
"O95822-2;O95822","MLYCD","Malonyl-CoA decarboxylase, mitochondrial","Matrix","Metabolism > Lipid metabolism",0.1437969369908,0.536259642422293,FALSE,25.4342350932437,25.7892024818277,25.4836041487882,25.6724749059978,25.0815273583528,25.5216486485366,"complete"
"O95831;O95831-3;O95831-2;O95831-4;O95831-5","AIFM1","Apoptosis-inducing factor 1, mitochondrial","MIM","Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis",-0.579759664252766,0.001092371993329,FALSE,29.7170265702562,29.7875684647995,29.8889943281469,30.4659448818268,30.3620345933229,30.3048888808112,"complete"
"O95861-4;O95861;O95861-2;O95861-3","BPNT1","3(2),5-bisphosphate nucleotidase 1",NA,NA,0.127259529826798,0.588333642932433,FALSE,24.4427591212491,24.4250914249468,24.9384931720722,24.4163264924227,24.2759287086435,24.7323099277215,"complete"
"O95864-3;O95864;O95864-4;O95864-2","FADS2","Fatty acid desaturase 2",NA,NA,0.0121430205775006,0.97262145507757,FALSE,24.7805386039388,24.7511526674808,25.6937705092661,25.0679915868899,24.9445014371847,25.1765396948786,"complete"
"O95865","DDAH2","N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",NA,NA,0.615219571869098,0.0190657757044254,FALSE,24.7965796603364,24.5781259999331,24.3891287474218,23.7611487503842,24.1336013262068,24.023425615493,"complete"
"O95870;O95870-2","ABHD16A","Abhydrolase domain-containing protein 16A",NA,NA,-0.772984903003,0.0131958142091257,FALSE,24.1995200599549,24.1357814995778,23.8205800605193,24.7349227577278,24.8657341196646,24.8741794516686,"complete"
"O95873","C6orf47","Uncharacterized protein C6orf47",NA,NA,-0.287241086109852,0.0611689075328338,FALSE,NA,23.6502676032055,23.7193750820408,23.8180045893003,23.9935203864522,24.1046623104465,NA
"O95881","TXNDC12","Thioredoxin domain-containing protein 12",NA,NA,-0.299414392381465,0.057028839953872,FALSE,27.3243290784232,27.155624438613,27.4126074428161,27.436223279259,27.6373434349742,27.7172374227635,"complete"
"O95900;O95900-2","TRUB2","Probable tRNA pseudouridine synthase 2","Matrix","Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications",0.323243488398234,0.0250782101684652,FALSE,26.2283494530229,26.0932638607862,26.0907484181463,25.7108594949158,25.9505207860635,25.7812509857814,"complete"
"O95905-3;O95905;O95905-2","ECD","Protein SGT1",NA,NA,-2.5832474600179,0.0499187264565531,TRUE,21.2411580248458,22.0978732130701,19.6829740856363,24.1466081627993,23.04297457432,23.5821649664866,"MNAR"
"O96000;O96000-2","NDUFB10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10","MIM","OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits",0.530582450405198,0.0174134711387562,FALSE,30.5824880688914,30.5396669337002,30.8527637938919,30.1413386050886,30.2060999969016,30.0357328432777,"complete"
"O96005;O96005-4;O96005-3","CLPTM1","Cleft lip and palate transmembrane protein 1",NA,NA,-0.279562758453665,0.13571912166021,FALSE,26.143268167917,26.3663899747236,26.2736700010825,26.6944596132144,26.2987637526619,26.6287930532078,"complete"
"O96008;O96008-2","TOMM40","Mitochondrial import receptor subunit TOM40 homolog","MOM","Protein import, sorting and homeostasis > Protein import and sorting > TOM",-0.293151314325534,0.0696741113110775,FALSE,30.0853512741892,30.1974675900832,30.1839836879153,30.5934080992995,30.4726690048048,30.28017939106,"complete"
"O96011-2;O96011","PEX11B","Peroxisomal membrane protein 11B","Membrane","0",-0.617840741621233,0.0118856561389234,FALSE,25.7592099436585,25.8433716061164,26.114155140671,26.585156354988,26.3723996849746,26.612702875347,"complete"
"O96013;O96013-2;O96013-4;O96013-3","PAK4","Serine/threonine-protein kinase PAK 4",NA,NA,-0.424127792427267,0.0139899316407118,FALSE,24.0005614581962,23.9661390379002,24.1713770215689,24.4662476504289,24.5098321147186,24.4343811297996,"complete"
"O96019;O96019-2;O94805","ACTL6A","Actin-like protein 6A",NA,NA,1.4494589235163,0.00669021968300675,TRUE,24.5641121619201,24.0785556727216,24.66515087423,22.5738159107184,23.2501081762951,23.1355178513093,"complete"
"P00167-2;P00167;P00167-3","CYB5A","Cytochrome b5",NA,NA,-0.624950882193467,0.00101042922766116,FALSE,26.7593454145178,26.7825785753291,26.9310153733746,27.4570755165816,27.3701890318871,27.5205274613332,"complete"
"P00338;P00338-3;P00338-4;P00338-5;P00338-2;Q6ZMR3","LDHA","L-lactate dehydrogenase A chain",NA,NA,-0.212777400945168,0.308374577096181,FALSE,28.421199777202,28.7446681867114,28.421779021845,29.0307353016946,28.5826022240064,28.6126416628929,"complete"
"P00367;P00367-3;P00367-2;P49448","GLUD1;GLUD2","Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",NA,NA,0.216105028830867,0.136603360405356,FALSE,30.9252338975638,30.9000121394916,31.1525329010761,30.8224202286486,30.8934659981593,30.613577624831,"complete"
"P00374;P00374-2;Q86XF0","DHFR","Dihydrofolate reductase",NA,NA,3.16745182322737,0.000969666388700793,TRUE,22.670563015859,22.1561500889338,22.2533350454425,18.7750329825983,19.6334471227141,19.1692125752408,"MNAR"
"P00387-2;P00387;P00387-3","CYB5R3","NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form","MOM","Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism",0.4908185302377,0.0401170420772891,FALSE,29.9191221805681,30.1076319892911,29.8616989046648,29.564720224475,29.2205992379472,29.6306780213887,"complete"
"P00390-2;P00390;P00390-3;P00390-4;P00390-5","GSR","Glutathione reductase, mitochondrial","Matrix","Metabolism > Detoxification > ROS and glutathione metabolism",0.351984393069166,0.248161147575693,FALSE,26.0750276262932,26.3491081334085,26.6312286081894,26.3547327901407,25.990914069376,25.6537643291669,"complete"
"P00395","MT-CO1","Cytochrome c oxidase subunit 1","MIM","OXPHOS > Complex IV > CIV subunits | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits",-0.0324693247345316,0.89356086033538,FALSE,26.9943413879643,27.3519260418873,26.7537567556167,27.3533384119177,26.8715936107423,26.9725001370119,"complete"
"P00403","MT-CO2","Cytochrome c oxidase subunit 2","MIM","OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits",0.215604749805536,0.30675427556451,FALSE,30.5750605946665,30.6294353852202,30.1281496869527,30.2743805122851,30.2952884503404,30.1161624547973,"complete"
"P00441","SOD1","Superoxide dismutase [Cu-Zn]","IMS","Metabolism > Detoxification > ROS and glutathione metabolism",-0.287073851869934,0.0464805679611021,FALSE,25.137703491259,24.9588033757985,25.1137545205764,25.2068445547694,25.4718626317799,25.3927757566944,"complete"
"P00491","PNP","Purine nucleoside phosphorylase",NA,NA,-1.2137652664876,0.120276345732124,FALSE,23.145142189843,23.1099273103327,21.626433931177,23.5505914200361,23.6097969025167,24.3624109082627,"complete"
"P00492;Q9NRG1-2;Q9NRG1","HPRT1","Hypoxanthine-guanine phosphoribosyltransferase",NA,NA,-0.7576192643815,0.000593769960791223,FALSE,23.7111565701434,23.7816490624458,23.7987242069044,24.5667286222597,24.4271530168348,24.5705059935436,"complete"
"P00505;P00505-2","GOT2","Aspartate aminotransferase, mitochondrial","MIM","Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism",-0.00226710462317214,0.984833095223898,FALSE,32.5184598324764,32.6479799334555,32.7374252287783,32.7987599061637,32.6291954695898,32.4827109328262,"complete"
"P00533;P00533-2;P00533-4;P00533-3","EGFR","Epidermal growth factor receptor",NA,NA,-0.159142813656501,0.561355600711021,FALSE,24.1916748806242,24.0077430881238,23.7700950587336,24.0796099289952,24.5487189645909,23.818612574865,"complete"
"P00558;P00558-2;P07205","PGK1","Phosphoglycerate kinase 1",NA,NA,-0.278416057331935,0.000107000829679645,FALSE,27.2456461009108,27.2576461025436,27.2543221085388,27.5448127411203,27.5302489743796,27.5178007684891,"complete"
"P00568;Q9Y6K8-2;Q9Y6K8-3;Q9Y6K8","AK1","Adenylate kinase isoenzyme 1",NA,NA,0.478640890871667,0.305204551351355,FALSE,25.7568082568944,25.6269387132731,24.6483037022617,24.6152377870265,24.8722008604378,25.1086893523499,"complete"
"P00918","CA2","Carbonic anhydrase 2",NA,NA,2.35135201531923,0.10423683010132,FALSE,25.1537623226536,24.8091947961094,24.282849539824,21.5399722227392,21.5141564909083,24.1376218989818,"MNAR"
"P01033","TIMP1","Metalloproteinase inhibitor 1",NA,NA,1.21262057652246,0.0252769996366842,TRUE,25.6257541102256,25.2451308127851,25.3732210739566,23.7615517844708,24.2172266950068,24.6274657879223,"complete"
"P01034","CST3","Cystatin-C",NA,NA,2.11763571062497,0.122771326085595,FALSE,26.2917545358302,24.8872437232884,25.4513771548163,22.5607555300564,25.1866125053749,22.5301002466287,"MNAR"
"P01112;P01112-2","HRAS","GTPase HRas;GTPase HRas, N-terminally processed",NA,NA,-0.0139739066305999,0.961973902518252,FALSE,24.6572328997163,24.6589298554055,25.4054613635866,25.0310511768093,24.999199411036,24.7332952507549,"complete"
"P01116-2;P01116","KRAS","GTPase KRas;GTPase KRas, N-terminally processed",NA,NA,-0.591266373030997,0.109037917864034,FALSE,26.7070795361994,26.2183745551592,26.2658636935824,26.5559928608015,27.3362037268023,27.0729203164302,"complete"
"P01889;P13747;P17693-6;P17693-2;P17693-5;P17693","HLA-B","HLA class I histocompatibility antigen, B-7 alpha chain",NA,NA,0.347022717718534,0.115219853603806,FALSE,27.6217540116675,27.3255928826786,27.370857121062,26.8256998761623,27.2889371550293,27.1624988310609,"complete"
"P02462","COL4A1","Collagen alpha-1(IV) chain;Arresten",NA,NA,0.888300910895367,0.0039934039857388,FALSE,25.9519269750373,26.1239029032989,26.3359683820434,25.4007230667914,25.0746107694658,25.2715616914363,"complete"
"P02545;P02545-3;P02545-6;P02545-5;P02545-4","LMNA","Prelamin-A/C;Lamin-A/C",NA,NA,0.617405098150101,0.18505248538972,FALSE,26.0181959996001,26.5640564873956,26.7033873694962,26.4127193188746,25.6488340149062,25.3718712282608,"complete"
"P02751;P02751-7;P02751-1;P02751-3;P02751-17;P02751-13;P02751-11;P02751-8;P02751-14;P02751-9;P02751-5;P02751-6;P02751-10;P02751-12;P02751-4;P02751-16;P02751-2","FN1","Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3",NA,NA,1.69785031650217,0.00971998455881837,TRUE,24.926370006509,25.2522823290644,25.1600546443506,23.5950296968126,22.950741495457,23.6993848381479,"complete"
"P02786","TFRC","Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",NA,NA,-0.361408624066403,0.0791855896751633,FALSE,26.800434715403,26.6832623708129,27.0684658662489,27.0780567383802,27.1431298436459,27.4152022426379,"complete"
"P02794","FTH1","Ferritin heavy chain;Ferritin heavy chain, N-terminally processed","unknown","Metabolism > Metals and cofactors > Iron homeostasis",-0.212660570110469,0.578475703455095,FALSE,25.3602334985663,24.8879250538388,25.8925743603387,25.2106800157913,25.7959939764264,25.7720406308575,"complete"
"P03928","MT-ATP8","ATP synthase protein 8","MIM","OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits",-0.491974074477167,0.0634524553986916,FALSE,27.0952753489108,27.2073915449667,27.5963510720306,27.8961507457469,27.6346678646565,27.8441215789362,"complete"
"P04035-2;P04035;P04035-3","HMGCR","3-hydroxy-3-methylglutaryl-coenzyme A reductase",NA,NA,-1.9572009228225,0.233476452777882,FALSE,20.9156428828003,20.6938080305436,24.3182661064123,23.8373270501433,23.5149837442578,24.4470089938226,"MNAR"
"P04040","CAT","Catalase","IMS","Metabolism > Detoxification > ROS and glutathione metabolism",-0.562036766236865,0.0177639479812903,FALSE,27.450413187965,27.2538242576611,27.4565672110066,27.7457709443365,27.9815102672996,28.1196337437072,"complete"
"P04062-4;P04062-2;P04062;P04062-5;P04062-3","GBA","Glucosylceramidase",NA,NA,0.652886570894434,0.0276525377564576,FALSE,28.7610119807363,28.4707260058081,28.3829604569419,27.6446504033072,28.1544351562927,27.8569531712031,"complete"
"P04066","FUCA1","Tissue alpha-L-fucosidase",NA,NA,0.825360248834034,0.0518834208426201,FALSE,26.5681771852763,26.0725140524919,26.7776537828861,25.2142454019783,25.8657610701041,25.8622578020698,"complete"
"P04075;P04075-2;P05062","ALDOA","Fructose-bisphosphate aldolase A",NA,NA,-0.145488793848468,0.181417726585754,FALSE,30.3962638583983,30.2540117860089,30.2112668051016,30.3069081454184,30.5467557906784,30.4443448949574,"complete"
"P04083","ANXA1","Annexin A1",NA,NA,3.51453059344847,0.000174713129897959,TRUE,27.3220526592589,27.650947974809,26.9912850624948,24.1209807666699,23.7652740165514,23.534439132996,"complete"
"P04179;P04179-4;P04179-2;P04179-3","SOD2","Superoxide dismutase [Mn], mitochondrial","Matrix","Metabolism > Detoxification > ROS and glutathione metabolism",0.550554742035164,0.0868118379731839,FALSE,29.7479459617274,29.8522537976958,30.3744773443266,29.6100494111314,29.4221092615968,29.2908542049161,"complete"
"P04181;P04181-2","OAT","Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form","Matrix","Metabolism > Amino acid metabolism > Proline metabolism",0.306764412222098,0.0206650468299992,FALSE,32.0265174745038,31.9807675401184,32.1859246774867,31.7618038560875,31.8466900799327,31.6644225194224,"complete"
"P04183","TK1","Thymidine kinase, cytosolic",NA,NA,0.344449786387333,0.0785918086635577,FALSE,25.2119972091734,25.0626352968265,24.8346642972139,24.572881976038,24.8819984791331,24.6210669888807,"complete"
"P04406;P04406-2","GAPDH","Glyceraldehyde-3-phosphate dehydrogenase",NA,NA,-0.0269676832804038,0.896675674471228,FALSE,32.0237570440476,31.7269927755811,32.23077971252,31.8167757961317,32.2588206861985,31.9868360996597,"complete"
"P04439;P04439-2","HLA-A","HLA class I histocompatibility antigen, A-3 alpha chain",NA,NA,0.103189052709766,0.378484428837593,FALSE,28.7295131212759,28.5993554384856,28.5874194193593,28.3791545185082,28.5400869894142,28.6874793130691,"complete"
"P04626-5;P04626-4;P04626;P04626-3;P04626-2;P04626-6","ERBB2","Receptor tyrosine-protein kinase erbB-2",NA,NA,-0.27121187049427,0.176590176251561,FALSE,25.1405075280831,24.9582475231459,24.7611796346709,25.0936893445206,25.4711848324281,25.108696120434,"complete"
"P04632;Q96L46","CAPNS1","Calpain small subunit 1",NA,NA,0.3534753239908,0.0680550959663275,FALSE,23.6144266189162,23.7048301183235,23.9891978744625,23.542384994575,23.3914952163314,23.3141484288234,"complete"
"P04637;P04637-4;P04637-2;P04637-3;P04637-5;P04637-6;P04637-7;P04637-8;P04637-9","TP53","Cellular tumor antigen p53",NA,NA,0.314800093560066,0.0278026146010417,FALSE,27.6736123473867,27.6589748552263,27.8777472339534,27.4482571136936,27.4728931586028,27.3447838835898,"complete"
"P04818;P04818-2;P04818-3","TYMS","Thymidylate synthase",NA,NA,-0.688070080175834,0.0567433940961894,FALSE,26.4213624655042,26.0975011401692,26.5524739687284,26.6955315474718,27.037994429447,27.4020218380105,"complete"
"P04843","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1",NA,NA,0.1072305904434,0.250473404054153,FALSE,30.3113442532806,30.3408914302238,30.3452512725849,30.2129272430467,30.1153244650667,30.3475434766457,"complete"
"P04844;P04844-2","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",NA,NA,0.305758647011732,0.105988089615626,FALSE,30.0555921339746,30.0420207310492,29.7162784706809,29.5927612804417,29.6526034774678,29.65125063676,"complete"
"P04899;P04899-6;P04899-3;P04899-5;P04899-2;P04899-4","GNAI2","Guanine nucleotide-binding protein G(i) subunit alpha-2",NA,NA,0.330472307184234,0.074417398356802,FALSE,29.0979426242926,28.9018671885959,28.7853127288149,28.3931434296937,28.6967501857297,28.7038120047273,"complete"
"P04920-2;P04920-3;P04920","SLC4A2","Anion exchange protein 2",NA,NA,-0.475422319619234,0.133765336090621,FALSE,25.5516858443455,25.3643740264677,24.8599067727406,25.5111040300803,25.8541463682537,25.8369832040775,"complete"
"P05023-4;P05023;P05023-3;P05023-2;Q13733;P20648","ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1",NA,NA,0.251403456898068,0.181542709317399,FALSE,30.7810489902771,30.516818458654,30.5243607613375,30.1173242474203,30.5369885125896,30.4137050795645,"complete"
